student_id,name,institution,degree,graduation_year,cgpa,technical_score,communication_score,behavioral_score,cognitive_score,resume_score,psychometric_behavioral,overall_score,experience_months,projects_count,is_placed,salary_lpa,role,placement_prob,technical_communication_balance,cgpa_overall_ratio
STU0634,Student_7288_634,IIT Bombay,BCA,2025,8.4,60.9,43.1,65.5,69.7,52.2,58.1,58.7,0,1,1,6.6,Technical Support,67.1,1.4129930394431554,1.4310051107325383
STU0635,Student_4869_635,IIT Delhi,B.Tech ECE,2027,8.2,33.9,26.7,22.1,70.6,39.6,70.6,36.2,0,1,0,0.0,Not Placed,49.4,1.2696629213483146,2.2651933701657456
STU0636,Student_8584_636,NIT Trichy,B.Tech ECE,2026,6.3,67.7,48.7,21.4,84.3,82.1,67.7,58.6,0,0,0,0.0,Not Placed,57.2,1.3901437371663243,1.075085324232082
STU0637,Student_7208_637,NIT Trichy,B.Tech AI&ML,2027,7.6,50.7,20.0,20.0,49.1,61.0,58.2,39.2,18,2,1,5.3,Junior Developer,49.3,2.535,1.9387755102040816
STU0638,Student_1003_638,NSIT Delhi,B.Tech ME,2027,8.6,42.6,20.0,26.8,85.4,40.1,62.8,41.1,0,1,0,0.0,Not Placed,46.7,2.13,2.0924574209245743
STU0639,Student_4205_639,IIT Kanpur,BCA,2026,8.0,69.0,32.9,42.2,53.9,56.2,76.4,52.9,0,3,0,0.0,Not Placed,60.6,2.0972644376899696,1.5122873345935728
STU0640,Student_8122_640,DTU Delhi,BCA,2025,7.5,36.9,23.8,31.5,95.1,22.5,58.9,40.5,0,2,0,0.0,Not Placed,47.9,1.5504201680672267,1.8518518518518519
STU0641,Student_5819_641,IIT Madras,BCA,2027,5.8,56.3,35.5,32.5,80.3,36.8,61.5,49.0,0,0,1,4.2,Technical Support,56.2,1.5859154929577464,1.183673469387755
STU0642,Student_1510_642,IIT Kanpur,B.Tech IT,2027,7.7,67.0,53.4,55.4,75.9,59.0,58.7,62.5,0,1,1,6.7,Technical Support,66.8,1.2546816479400749,1.232
STU0643,Student_3841_643,SRM Chennai,B.Tech ME,2025,8.1,79.6,45.3,35.9,61.4,70.1,67.3,60.3,0,1,0,0.0,Not Placed,66.9,1.7571743929359824,1.3432835820895523
STU0644,Student_5726_644,BITS Pilani,B.Tech ME,2025,8.6,67.5,45.4,36.7,81.2,57.9,69.7,58.0,0,3,0,0.0,Not Placed,59.7,1.4867841409691631,1.4827586206896552
STU0645,Student_8155_645,IIT Delhi,B.Tech ECE,2025,8.1,54.4,25.1,32.5,72.1,78.6,55.2,49.2,6,1,1,4.9,Junior Developer,57.5,2.1673306772908365,1.646341463414634
STU0646,Student_3945_646,SRM Chennai,B.Tech IT,2027,7.8,23.5,20.0,20.0,81.9,30.5,56.1,31.6,6,1,1,2.5,Technical Support,43.3,1.175,2.4683544303797467
STU0647,Student_4878_647,DTU Delhi,B.Sc Data Science,2026,6.6,42.4,34.4,20.0,63.8,22.0,73.8,37.5,0,0,0,0.0,Not Placed,48.0,1.2325581395348837,1.76
STU0648,Student_8917_648,DTU Delhi,BCA,2025,5.9,27.9,20.0,20.0,73.3,20.0,60.5,30.8,0,2,0,0.0,Not Placed,37.0,1.395,1.9155844155844155
STU0649,Student_9624_649,NSIT Delhi,B.Sc Data Science,2026,8.7,25.9,20.0,20.0,56.2,41.5,55.8,29.6,6,0,0,0.0,Not Placed,40.9,1.295,2.939189189189189
STU0650,Student_2279_650,BITS Pilani,B.Sc Data Science,2027,8.2,53.2,20.0,24.2,85.4,38.5,63.6,44.1,0,3,1,5.8,Technical Support,48.1,2.66,1.8594104308390023
STU0651,Student_6431_651,VIT Vellore,BCA,2026,7.1,54.8,40.6,46.8,100.0,53.8,66.6,57.0,0,2,1,5.8,Junior Developer,57.5,1.3497536945812807,1.2456140350877194
STU0652,Student_5267_652,IIT Madras,B.Tech AI&ML,2027,6.3,66.2,48.0,20.3,67.4,57.8,68.2,52.7,6,0,1,6.7,Junior Developer,52.8,1.3791666666666667,1.1954459203036052
STU0653,Student_2351_653,IIT Delhi,B.Tech ECE,2026,7.8,54.9,30.7,20.0,96.8,44.0,56.1,48.3,0,0,0,0.0,Not Placed,52.4,1.788273615635179,1.6149068322981368
STU0654,Student_2827_654,IIT Hyderabad,B.Tech ME,2027,10.0,43.5,24.0,33.6,79.0,46.3,72.8,43.2,0,0,0,0.0,Not Placed,57.0,1.8125,2.314814814814815
STU0655,Student_4869_655,SRM Chennai,B.Tech ME,2027,6.2,59.9,46.5,73.1,49.0,62.3,70.6,58.5,0,2,1,3.3,QA Engineer,63.0,1.2881720430107526,1.0598290598290598
STU0656,Student_9125_656,NSIT Delhi,B.Tech IT,2026,7.4,48.2,45.0,40.7,84.6,38.4,51.0,50.5,0,2,1,4.4,QA Engineer,52.3,1.0711111111111111,1.4653465346534653
STU0657,Student_1890_657,BITS Pilani,B.Sc Data Science,2025,8.5,73.5,36.9,34.4,63.0,41.0,53.2,53.5,6,2,1,7.0,Technical Support,57.3,1.991869918699187,1.588785046728972
STU0658,Student_9724_658,IIT Kanpur,B.Tech IT,2027,7.0,50.2,20.0,66.5,88.8,30.8,67.0,51.3,0,3,1,3.0,Technical Support,57.0,2.5100000000000002,1.3645224171539962
STU0659,Student_8353_659,VIT Vellore,BCA,2027,8.9,48.6,50.4,20.0,50.0,47.6,82.5,43.3,0,2,1,6.1,Junior Developer,54.8,0.9642857142857143,2.0554272517321017
STU0660,Student_5466_660,NIT Trichy,B.Sc Data Science,2026,6.1,79.0,49.1,61.5,47.9,48.0,62.3,61.8,6,2,1,6.7,Data Analyst,66.4,1.6089613034623218,0.9870550161812298
STU0661,Student_4193_661,Anna University,BCA,2027,6.7,78.2,70.1,57.7,94.3,67.5,70.5,73.8,0,0,1,6.8,Full Stack Developer,74.8,1.1155492154065623,0.907859078590786
STU0662,Student_7737_662,IIT Bombay,B.Tech ECE,2027,6.8,83.2,81.9,58.1,47.6,55.5,71.9,69.8,0,2,1,6.6,Software Engineer,70.2,1.0158730158730158,0.9742120343839542
STU0663,Student_1931_663,IIT Hyderabad,B.E CSE,2027,7.6,80.2,66.6,53.1,66.9,60.4,73.8,68.1,0,2,1,6.2,Full Stack Developer,72.3,1.2042042042042043,1.1160058737151248
STU0664,Student_4027_664,IIT Bombay,B.Tech ME,2026,7.2,86.6,58.7,36.7,58.6,57.6,72.0,63.9,0,1,0,0.0,Not Placed,65.7,1.4752981260647358,1.1267605633802817
STU0665,Student_5528_665,NSIT Delhi,B.Tech IT,2027,6.5,68.8,38.3,36.6,47.3,52.4,65.7,51.4,0,0,0,0.0,Not Placed,59.9,1.7963446475195823,1.264591439688716
STU0666,Student_2212_666,IIT Kharagpur,B.Tech CSE,2026,7.8,41.0,45.0,28.4,73.0,32.7,60.6,43.3,0,2,0,0.0,Not Placed,48.9,0.9111111111111111,1.8013856812933027
STU0667,Student_3915_667,SRM Chennai,B.Tech ECE,2026,8.1,30.1,20.0,20.0,73.8,38.4,53.2,33.4,0,0,1,2.5,Junior Developer,47.4,1.5050000000000001,2.4251497005988023
STU0668,Student_8065_668,IIT Kanpur,B.Tech ECE,2026,6.9,49.0,29.1,43.3,54.2,44.3,50.8,44.2,6,2,1,2.6,Junior Developer,51.8,1.6838487972508591,1.5610859728506787
STU0669,Student_1307_669,SRM Chennai,B.Tech ME,2027,7.1,98.5,64.8,20.0,40.0,79.2,71.1,65.4,6,0,0,0.0,Not Placed,71.2,1.5200617283950617,1.0856269113149846
STU0670,Student_6403_670,VIT Vellore,B.Tech CSE,2027,7.7,88.2,53.7,69.1,45.5,59.7,56.9,68.2,0,1,0,0.0,Not Placed,74.0,1.6424581005586592,1.129032258064516
STU0671,Student_2148_671,Anna University,B.E CSE,2025,7.4,67.3,48.0,23.7,67.1,35.9,67.6,51.6,6,0,0,0.0,Not Placed,56.5,1.4020833333333333,1.4341085271317828
STU0672,Student_9770_672,NIT Trichy,BCA,2027,6.9,96.8,49.1,37.8,53.6,76.6,72.8,67.0,0,1,1,10.1,Full Stack Developer,68.4,1.9714867617107943,1.0298507462686568
STU0673,Student_6571_673,IIT Bombay,B.Tech AI&ML,2026,10.0,20.0,23.1,20.0,61.2,20.0,64.4,26.8,6,0,1,2.5,Technical Support,42.2,0.8658008658008658,3.7313432835820897
STU0674,Student_7391_674,IIT Bombay,BCA,2026,8.5,65.5,66.1,20.0,50.0,26.2,60.9,50.3,6,0,0,0.0,Not Placed,54.6,0.9909228441754918,1.6898608349900597
STU0675,Student_4163_675,IIT Madras,B.E CSE,2026,7.6,68.0,26.4,55.2,73.6,63.2,57.8,57.5,6,1,0,0.0,Not Placed,61.1,2.5757575757575757,1.3217391304347825
STU0676,Student_8361_676,IIT Madras,B.Tech CSE,2026,6.1,57.1,48.0,35.9,57.2,45.7,63.0,49.9,0,0,0,0.0,Not Placed,48.4,1.1895833333333334,1.2224448897795592
STU0677,Student_9570_677,SRM Chennai,B.Tech ME,2027,7.3,87.4,53.3,43.0,58.5,80.4,67.0,66.7,0,0,0,0.0,Not Placed,70.8,1.6397748592870547,1.0944527736131933
STU0678,Student_1312_678,SRM Chennai,B.Tech CSE,2025,7.0,25.5,20.0,20.0,70.5,20.0,62.5,29.5,18,2,1,2.5,QA Engineer,39.2,1.275,2.3728813559322033
STU0679,Student_2594_679,SRM Chennai,B.Tech ME,2027,7.3,78.1,69.1,46.5,58.4,41.2,58.9,63.3,0,1,0,0.0,Not Placed,62.4,1.130246020260492,1.1532385466034756
STU0680,Student_4613_680,IIT Bombay,B.E CSE,2026,7.6,58.1,51.0,23.8,69.1,60.7,64.5,51.7,6,1,0,0.0,Not Placed,55.6,1.1392156862745098,1.4700193423597678
STU0681,Student_2979_681,BITS Pilani,B.Tech ME,2026,6.8,52.3,23.9,21.7,81.3,39.2,66.2,43.5,6,1,0,0.0,Not Placed,52.6,2.188284518828452,1.5632183908045978
STU0682,Student_6496_682,IIT Bombay,B.Tech ECE,2026,7.9,36.9,20.0,24.1,95.6,20.0,73.4,38.1,0,0,1,3.7,Junior Developer,42.6,1.845,2.0734908136482937
STU0683,Student_1666_683,IIT Delhi,B.Tech ECE,2027,6.7,59.4,26.1,32.0,69.5,55.5,63.1,48.4,0,1,0,0.0,Not Placed,54.3,2.275862068965517,1.384297520661157
STU0684,Student_1104_684,IIT Madras,B.Tech ME,2025,5.1,64.6,49.6,43.2,65.1,53.2,73.4,56.3,0,2,0,0.0,Not Placed,58.1,1.3024193548387095,0.9058614564831261
STU0685,Student_8798_685,DTU Delhi,B.Tech ME,2025,7.1,55.0,35.9,62.5,67.3,43.8,68.1,53.4,18,2,1,4.4,QA Engineer,53.5,1.532033426183844,1.3295880149812735
STU0686,Student_1616_686,IIT Hyderabad,B.Tech ME,2027,9.9,74.0,53.1,45.1,34.2,68.2,67.6,57.5,6,2,0,0.0,Not Placed,67.4,1.3935969868173257,1.7217391304347827
STU0687,Student_6699_687,VIT Vellore,B.Tech CSE,2027,6.6,57.3,34.0,52.8,64.3,70.8,58.1,54.1,6,3,1,4.6,QA Engineer,54.2,1.6852941176470588,1.21996303142329
STU0688,Student_9842_688,Anna University,B.E CSE,2026,7.3,52.0,20.0,60.0,80.5,48.0,55.7,51.1,0,0,0,0.0,Not Placed,58.3,2.6,1.4285714285714286
STU0689,Student_3444_689,BITS Pilani,B.Tech AI&ML,2026,6.9,81.8,41.5,20.0,66.6,63.8,69.4,57.3,0,2,0,0.0,Not Placed,58.9,1.9710843373493976,1.2041884816753927
STU0690,Student_5670_690,IIT Kanpur,B.Tech IT,2026,8.3,70.2,67.1,20.0,77.6,63.7,50.4,60.0,6,0,0,0.0,Not Placed,64.0,1.046199701937407,1.3833333333333333
STU0691,Student_1859_691,Anna University,B.Tech ME,2025,6.6,51.8,47.5,20.0,57.2,34.1,66.9,43.6,6,1,1,2.8,QA Engineer,51.8,1.0905263157894736,1.5137614678899083
STU0692,Student_6340_692,VIT Vellore,B.E CSE,2027,7.3,62.8,63.3,24.2,89.7,52.8,78.9,58.2,0,0,1,6.3,Technical Support,63.4,0.9921011058451816,1.254295532646048
STU0693,Student_7759_693,IIT Kanpur,B.Tech IT,2025,6.2,57.9,22.1,51.9,95.3,66.4,68.5,56.0,0,1,0,0.0,Not Placed,53.1,2.619909502262443,1.1071428571428572
STU0694,Student_4541_694,IIT Hyderabad,B.Tech AI&ML,2025,7.1,31.6,52.6,27.4,62.6,41.2,59.2,40.6,0,0,1,2.9,Junior Developer,44.7,0.6007604562737643,1.748768472906404
STU0695,Student_6503_695,IIT Delhi,B.Tech CSE,2027,7.3,77.8,53.5,20.5,71.1,74.8,69.6,60.2,0,0,1,5.8,Data Analyst,65.2,1.4542056074766354,1.2126245847176078
STU0696,Student_6629_696,IIT Kanpur,B.Sc Data Science,2027,6.2,64.5,35.8,52.1,70.5,59.9,73.4,56.7,24,3,0,0.0,Not Placed,55.1,1.8016759776536315,1.09347442680776
STU0697,Student_4763_697,IIT Bombay,B.Tech IT,2027,7.8,45.0,31.5,20.0,64.8,31.5,44.6,38.9,0,2,0,0.0,Not Placed,47.2,1.4285714285714286,2.0051413881748075
STU0698,Student_5573_698,IIT Madras,B.Tech IT,2027,6.7,68.9,28.0,41.6,98.5,67.4,74.7,59.6,12,1,1,5.5,QA Engineer,65.7,2.460714285714286,1.1241610738255032
STU0699,Student_3440_699,IIT Hyderabad,B.Tech CSE,2026,8.9,50.5,25.7,20.0,87.8,58.9,58.2,45.9,0,1,1,4.9,Junior Developer,59.8,1.9649805447470818,1.9389978213507626
STU0700,Student_8852_700,NSIT Delhi,B.Tech ECE,2026,6.6,72.7,67.7,20.0,76.1,54.8,68.2,59.9,6,3,1,6.8,Junior Developer,62.4,1.0738552437223043,1.1018363939899833
STU0701,Student_3174_701,NIT Trichy,B.Sc Data Science,2025,7.3,62.9,40.8,55.2,76.3,53.0,56.6,58.0,0,1,1,5.4,Technical Support,63.0,1.5416666666666667,1.2586206896551724
STU0702,Student_1399_702,SRM Chennai,B.Tech AI&ML,2025,8.6,65.8,55.9,71.2,85.6,53.7,48.7,66.7,6,2,1,7.2,Technical Support,74.2,1.1771019677996422,1.2893553223388305
STU0703,Student_1022_703,BITS Pilani,B.Tech ECE,2026,7.3,58.5,46.8,32.3,65.2,25.4,61.3,48.6,6,2,1,3.6,Technical Support,58.4,1.25,1.5020576131687242
STU0704,Student_9887_704,IIT Hyderabad,B.E CSE,2027,9.6,63.0,49.1,55.0,57.8,54.8,66.3,57.0,6,0,0,0.0,Not Placed,61.2,1.2830957230142566,1.6842105263157894
STU0705,Student_6963_705,IIT Madras,B.Tech ECE,2026,7.7,71.0,37.9,55.3,100.0,44.7,65.5,63.0,6,2,1,6.0,QA Engineer,65.3,1.8733509234828496,1.2222222222222223
STU0706,Student_4354_706,IIT Delhi,BCA,2025,8.4,53.8,20.0,56.8,81.4,22.1,69.4,48.6,6,2,0,0.0,Not Placed,56.6,2.69,1.728395061728395
STU0707,Student_4437_707,NSIT Delhi,B.E CSE,2026,9.2,83.8,56.0,51.8,68.0,80.6,58.1,69.2,0,1,1,9.0,Data Analyst,73.7,1.4964285714285714,1.329479768786127
STU0708,Student_8412_708,SRM Chennai,B.Tech ECE,2026,8.7,64.1,65.6,26.4,69.2,40.2,55.2,55.2,0,0,0,0.0,Not Placed,64.5,0.9771341463414634,1.576086956521739
STU0709,Student_7031_709,NSIT Delhi,B.Tech ECE,2025,6.9,36.3,35.8,34.7,44.0,45.0,72.1,37.9,0,5,1,2.5,QA Engineer,47.9,1.0139664804469273,1.820580474934037
STU0710,Student_2791_710,IIT Delhi,B.Sc Data Science,2025,6.7,100.0,50.2,60.4,72.7,96.1,67.1,77.6,24,0,1,10.0,Full Stack Developer,79.7,1.99203187250996,0.8634020618556701
STU0711,Student_7824_711,BITS Pilani,B.Tech ME,2026,6.4,58.2,25.6,35.8,61.5,28.6,64.6,44.7,0,0,1,5.0,Technical Support,48.4,2.2734375,1.4317673378076061
STU0712,Student_4806_712,Anna University,BCA,2026,6.0,61.6,44.2,20.0,75.0,36.7,73.7,49.3,6,1,0,0.0,Not Placed,53.5,1.3936651583710407,1.2170385395537526
STU0713,Student_9686_713,Anna University,B.Tech AI&ML,2026,7.0,50.1,33.5,41.1,69.6,37.5,59.0,46.6,6,0,1,4.9,QA Engineer,49.7,1.4955223880597015,1.502145922746781
STU0714,Student_7093_714,IIT Kharagpur,B.Tech CSE,2025,7.1,23.3,30.9,20.0,58.4,41.4,53.4,31.2,0,3,0,0.0,Not Placed,36.9,0.7540453074433657,2.2756410256410255
STU0715,Student_9770_715,IIT Kharagpur,B.Tech ME,2025,8.5,73.0,57.0,36.1,76.8,55.2,56.3,61.2,0,0,1,7.5,QA Engineer,70.5,1.280701754385965,1.3888888888888888
STU0716,Student_6187_716,IIT Hyderabad,B.Tech ME,2026,7.0,99.4,58.1,48.8,63.3,65.0,56.1,72.2,6,5,1,9.1,Software Engineer,72.1,1.7108433734939759,0.9695290858725761
STU0717,Student_3423_717,NIT Trichy,B.Tech AI&ML,2027,7.7,63.9,42.6,39.1,85.3,48.9,60.0,56.4,0,1,1,4.6,QA Engineer,66.0,1.5,1.3652482269503547
STU0718,Student_3381_718,SRM Chennai,BCA,2025,8.2,93.2,55.8,57.7,75.1,62.7,58.9,72.9,24,1,0,0.0,Not Placed,71.8,1.670250896057348,1.1248285322359395
STU0719,Student_5842_719,SRM Chennai,B.Sc Data Science,2027,5.4,72.3,44.9,47.0,69.7,46.2,57.2,58.8,6,3,0,0.0,Not Placed,60.9,1.6102449888641426,0.9183673469387755
STU0720,Student_6549_720,DTU Delhi,B.Tech ECE,2027,9.2,37.9,23.6,20.0,78.6,26.3,63.0,36.4,0,1,1,4.4,QA Engineer,47.5,1.6059322033898304,2.5274725274725274
STU0721,Student_4610_721,SRM Chennai,BCA,2025,7.5,75.3,38.0,20.0,71.6,56.4,66.2,54.3,0,1,0,0.0,Not Placed,58.8,1.9815789473684209,1.3812154696132597
STU0722,Student_5553_722,IIT Kanpur,B.Tech CSE,2025,7.7,32.5,51.1,20.0,80.5,20.0,54.5,39.7,24,1,1,3.1,QA Engineer,46.8,0.6360078277886497,1.9395465994962215
STU0723,Student_9035_723,NIT Trichy,B.Tech CSE,2027,8.0,57.9,41.0,47.3,51.5,38.1,77.6,49.5,0,0,1,6.4,Technical Support,55.1,1.4121951219512194,1.6161616161616161
STU0724,Student_6651_724,NIT Trichy,B.Sc Data Science,2026,7.3,76.8,52.2,81.1,43.8,62.6,43.9,66.4,6,1,1,7.5,Data Analyst,72.5,1.4712643678160917,1.0993975903614457
STU0725,Student_8249_725,IIT Kharagpur,B.Tech ME,2027,7.9,67.8,43.2,38.8,100.0,51.1,63.4,60.2,12,1,1,7.4,QA Engineer,69.4,1.5694444444444442,1.3122923588039868
STU0726,Student_3353_726,IIT Kanpur,B.Sc Data Science,2026,7.9,60.2,36.0,68.9,87.7,49.8,52.5,60.2,6,0,1,5.0,Junior Developer,68.8,1.6722222222222223,1.3122923588039868
STU0727,Student_7708_727,BITS Pilani,B.Sc Data Science,2026,10.0,60.4,58.8,62.2,73.3,38.2,58.2,60.2,0,2,1,6.7,QA Engineer,64.9,1.0272108843537415,1.6611295681063123
STU0728,Student_5742_728,Anna University,B.Tech AI&ML,2025,6.5,68.5,29.2,36.3,70.5,58.0,65.9,53.4,0,1,1,5.9,Technical Support,60.5,2.345890410958904,1.2172284644194757
STU0729,Student_1439_729,NSIT Delhi,B.Tech CSE,2025,6.8,31.5,20.4,20.0,72.4,41.6,58.1,34.1,12,1,0,0.0,Not Placed,38.2,1.5441176470588236,1.9941348973607038
STU0730,Student_5713_730,VIT Vellore,B.Tech ME,2026,6.2,81.4,59.8,41.3,41.4,82.5,56.6,63.2,0,5,1,5.3,Data Analyst,68.8,1.3612040133779266,0.9810126582278481
STU0731,Student_6927_731,IIT Hyderabad,B.Tech AI&ML,2027,7.9,41.1,20.0,20.0,80.8,26.3,66.5,37.1,12,1,1,4.1,Junior Developer,45.2,2.055,2.129380053908356
STU0732,Student_1287_732,IIT Kharagpur,B.Tech ME,2027,6.4,53.7,41.2,23.8,79.2,31.2,45.3,46.8,0,0,1,5.2,QA Engineer,46.5,1.3033980582524272,1.3675213675213675
STU0733,Student_6917_733,VIT Vellore,BCA,2025,4.8,54.6,33.7,21.4,88.7,58.4,50.6,49.3,18,1,0,0.0,Not Placed,47.5,1.6201780415430267,0.9736308316430021
STU0734,Student_4002_734,NSIT Delhi,B.Tech ECE,2027,6.8,53.0,27.2,20.0,60.2,37.8,59.6,40.8,12,2,0,0.0,Not Placed,50.0,1.9485294117647058,1.6666666666666667
STU0735,Student_5932_735,IIT Kharagpur,BCA,2025,7.9,46.8,51.8,20.0,45.7,42.0,59.6,41.8,0,1,1,3.1,QA Engineer,50.1,0.9034749034749034,1.889952153110048
STU0736,Student_8944_736,VIT Vellore,BCA,2025,4.6,92.8,75.1,28.7,47.8,94.3,58.6,69.8,6,1,1,6.2,Software Engineer,63.4,1.2356857523302265,0.6590257879656161
STU0737,Student_9612_737,Anna University,B.Tech ECE,2026,4.8,58.0,37.2,47.7,49.0,28.1,70.6,47.4,0,1,1,4.7,QA Engineer,48.2,1.5591397849462365,1.0126582278481013
STU0738,Student_6940_738,IIT Delhi,B.Tech AI&ML,2027,5.6,86.6,61.2,71.6,68.9,39.0,72.9,71.1,0,1,0,0.0,Not Placed,69.9,1.415032679738562,0.7876230661040788
STU0739,Student_2943_739,IIT Kanpur,B.Tech ME,2027,6.4,57.2,37.4,20.0,95.1,35.0,64.6,49.3,24,1,1,3.3,QA Engineer,49.5,1.5294117647058825,1.2981744421906694
STU0740,Student_2830_740,IIT Bombay,B.Tech CSE,2026,9.0,73.1,47.7,27.8,82.0,36.0,60.6,56.6,0,0,1,6.1,Junior Developer,67.5,1.532494758909853,1.5901060070671378
STU0741,Student_2948_741,IIT Kharagpur,B.Tech CSE,2025,9.0,68.2,57.4,42.4,43.7,44.3,68.0,54.8,18,0,1,5.6,QA Engineer,61.2,1.1881533101045296,1.6423357664233578
STU0742,Student_4277_742,IIT Delhi,BCA,2025,8.9,73.1,36.6,29.5,71.5,30.7,73.7,52.6,18,3,0,0.0,Not Placed,57.8,1.9972677595628412,1.6920152091254752
STU0743,Student_6698_743,NIT Trichy,B.Tech ME,2027,9.0,33.4,42.0,60.2,50.2,36.0,52.4,43.3,0,0,0,0.0,Not Placed,54.5,0.7952380952380952,2.0785219399538106
STU0744,Student_1229_744,Anna University,B.E CSE,2027,8.1,81.7,48.2,70.0,45.0,47.4,66.5,63.7,0,2,1,8.9,Full Stack Developer,65.9,1.6950207468879668,1.271585557299843
STU0745,Student_4506_745,Anna University,B.Tech AI&ML,2026,6.6,81.2,64.8,64.2,68.2,72.2,77.6,71.7,0,1,1,7.4,Software Engineer,73.5,1.2530864197530864,0.9205020920502092
STU0746,Student_7219_746,VIT Vellore,B.E CSE,2027,6.5,100.0,70.5,35.2,90.5,81.5,79.8,77.9,0,1,1,10.2,Software Engineer,74.8,1.4184397163120568,0.8344030808729139
STU0747,Student_9123_747,NSIT Delhi,BCA,2027,7.9,53.2,51.8,31.9,80.3,20.0,61.0,49.4,0,1,0,0.0,Not Placed,53.6,1.0270270270270272,1.5991902834008098
STU0748,Student_7304_748,IIT Kharagpur,B.Tech AI&ML,2027,9.5,77.5,57.8,55.2,55.0,81.4,77.5,66.1,0,0,1,9.0,Software Engineer,75.4,1.3408304498269896,1.4372163388804842
STU0749,Student_8011_749,IIT Kanpur,B.Tech ECE,2026,9.4,53.6,25.6,32.9,76.5,38.2,66.4,45.8,0,0,1,4.1,Junior Developer,60.6,2.09375,2.052401746724891
STU0750,Student_8177_750,Anna University,B.Tech ECE,2025,6.3,75.4,65.7,48.3,87.3,45.7,61.5,66.9,6,3,1,6.5,Software Engineer,63.4,1.147640791476408,0.9417040358744394
STU0751,Student_3764_751,IIT Bombay,BCA,2025,6.2,52.4,22.5,21.6,66.8,52.0,50.5,42.4,24,0,0,0.0,Not Placed,45.7,2.328888888888889,1.4622641509433962
STU0752,Student_7958_752,DTU Delhi,B.Tech AI&ML,2026,8.9,48.3,32.9,37.0,73.0,51.7,59.4,47.0,0,2,0,0.0,Not Placed,58.2,1.4680851063829787,1.8936170212765957
STU0753,Student_7557_753,NIT Trichy,B.Tech AI&ML,2027,10.0,68.9,46.0,58.7,73.7,59.9,75.0,62.1,0,1,1,7.3,Technical Support,71.4,1.4978260869565219,1.6103059581320451
STU0754,Student_3001_754,IIT Kharagpur,B.Tech AI&ML,2026,7.1,67.3,63.2,20.0,40.5,46.8,53.3,50.9,0,2,0,0.0,Not Placed,53.9,1.0648734177215189,1.3948919449901769
STU0755,Student_2117_755,SRM Chennai,B.Tech CSE,2025,8.1,47.2,20.0,29.6,82.9,20.0,69.8,40.9,0,2,0,0.0,Not Placed,48.4,2.3600000000000003,1.9804400977995111
STU0756,Student_2578_756,NSIT Delhi,B.Tech ECE,2027,8.6,89.4,95.6,47.2,71.6,66.5,77.6,77.2,0,1,1,9.6,Data Scientist,82.7,0.9351464435146445,1.1139896373056994
STU0757,Student_9270_757,IIT Kharagpur,BCA,2027,5.9,47.8,54.1,47.0,64.6,48.5,73.8,51.5,0,1,0,0.0,Not Placed,53.1,0.8835489833641405,1.145631067961165
STU0758,Student_2951_758,VIT Vellore,B.Tech AI&ML,2026,7.6,85.5,99.5,62.1,70.7,77.1,81.8,80.6,0,3,1,6.5,Software Engineer,83.7,0.8592964824120602,0.9429280397022333
STU0759,Student_5965_759,DTU Delhi,B.Tech ME,2026,7.7,59.5,29.1,55.5,83.0,41.7,57.4,54.4,0,1,1,5.0,QA Engineer,58.7,2.0446735395189,1.4154411764705883
STU0760,Student_9837_760,IIT Hyderabad,B.Tech AI&ML,2026,7.7,74.1,77.4,30.6,50.8,48.5,67.0,60.0,0,5,1,5.4,Product Analyst,65.4,0.9573643410852711,1.2833333333333334
STU0761,Student_6779_761,NSIT Delhi,B.Sc Data Science,2026,9.4,71.4,68.3,45.3,68.6,53.1,55.0,63.3,0,2,1,6.2,Technical Support,65.9,1.0453879941434847,1.4849921011058453
STU0762,Student_1440_762,NSIT Delhi,BCA,2026,7.8,64.2,56.1,40.2,67.6,40.9,69.0,56.0,0,0,1,5.4,Technical Support,57.2,1.1443850267379678,1.3928571428571428
STU0763,Student_4844_763,BITS Pilani,B.Sc Data Science,2027,6.1,66.7,50.2,27.1,61.2,56.2,60.7,53.6,12,0,0,0.0,Not Placed,52.2,1.3286852589641434,1.1380597014925373
STU0764,Student_3781_764,IIT Madras,BCA,2025,6.4,86.3,95.4,36.3,78.0,60.3,64.9,74.3,0,3,0,0.0,Not Placed,73.0,0.9046121593291404,0.8613728129205922
STU0765,Student_5368_765,IIT Madras,B.Tech AI&ML,2027,8.1,47.5,30.2,20.0,82.3,28.0,61.8,41.8,0,2,1,4.5,Technical Support,45.4,1.5728476821192052,1.9377990430622012
STU0766,Student_2639_766,DTU Delhi,B.E CSE,2026,7.4,68.0,36.1,44.6,93.0,45.0,79.0,58.4,6,0,0,0.0,Not Placed,62.4,1.8836565096952909,1.2671232876712328
STU0767,Student_5907_767,NIT Trichy,B.Tech IT,2025,6.5,35.9,29.7,20.0,98.0,29.1,50.5,40.1,6,2,0,0.0,Not Placed,44.6,1.2087542087542087,1.6209476309226931
STU0768,Student_9779_768,IIT Kanpur,B.Sc Data Science,2026,8.8,53.6,38.2,49.4,62.7,42.3,67.0,49.9,0,0,0,0.0,Not Placed,53.4,1.4031413612565444,1.7635270541082164
STU0769,Student_2506_769,DTU Delhi,B.Tech ECE,2027,8.2,60.6,43.4,29.7,47.8,51.6,65.9,48.2,0,1,1,6.6,Technical Support,54.6,1.3963133640552996,1.7012448132780082
